storm_id,basin,split,ref_time,made_landfall,hours_to_landfall,wind_last,wind_max,wind_mean,wind_std,wind_delta_6h,wind_delta_12h,wind_delta_24h,wind_trend,pres_last,pres_min,pres_mean,pres_std,pres_delta_6h,pres_delta_12h,pres_delta_24h,pres_trend,wp_residual,lat_last,lon_norm_last,motion_speed_kph,motion_dir_deg,over_land,dist_to_coast,land_frac_window,sp_u925_mean,sp_u925_std,sp_u925_max,sp_u925_p90,sp_u925_asymmetry,sp_v925_mean,sp_v925_std,sp_v925_max,sp_v925_p90,sp_v925_asymmetry,sp_z925_mean,sp_z925_std,sp_z925_max,sp_z925_p90,sp_z925_asymmetry,sp_sst_mean,sp_sst_std,sp_sst_max,sp_sst_p90,sp_sst_asymmetry
WP1950BSTBILLIE,WP,train,1950-11-04 18:00:00,1,150.0,0.7,0.9,0.8000000000000002,0.08164965809277264,-0.10000000000000009,-0.20000000000000007,0.0,-0.09999999999999991,-1.0,-1.0,-0.7999999999999999,0.16329931618554522,0.20000000000000007,0.4,0.0,0.19999999999999996,1.7,-6.24,2.86,3.765634076752549,145.00797980144142,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTBILLIE,WP,train,1950-11-05 06:00:00,1,138.0,0.5,0.9,0.7000000000000001,0.14142135623730953,-0.09999999999999998,-0.19999999999999996,-0.4,-0.09999999999999985,-1.0,-1.0,-0.6,0.282842712474619,0.2,0.39999999999999997,0.8,0.1999999999999999,1.5,-6.54,3.08,3.0201986689620295,143.13010235415598,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTBILLIE,WP,train,1950-11-05 18:00:00,1,126.0,0.5,0.9,0.6428571428571429,0.1498298354528788,0.0,0.0,-0.19999999999999996,-0.07142857142857152,-1.0,-1.0,-0.48571428571428577,0.29965967090575757,0.0,0.0,0.39999999999999997,0.14285714285714293,1.5,-6.92,3.32,3.4027782766439487,142.12501634890182,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTCLARA,WP,val,1950-11-01 12:00:00,1,342.0,0.96,1.0,0.9733333333333333,0.018856180831641284,0.0,-0.040000000000000036,0.0,-0.019999999999999983,-1.6,-1.6,-1.6000000000000003,2.220446049250313e-16,0.0,0.0,0.0,-1.130742076054784e-16,2.56,-7.4,2.4,2.9600000000000026,180.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTCLARA,WP,val,1950-11-02 00:00:00,1,330.0,0.92,1.0,0.952,0.02993325909419151,0.0,-0.039999999999999925,-0.07999999999999996,-0.019999999999999865,-1.6,-1.6,-1.6,0.0,0.0,0.0,0.0,-1.2236738191258112e-16,2.52,-7.68,2.4,2.589999999999994,180.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTCLARA,WP,val,1950-11-02 12:00:00,1,318.0,0.88,1.0,0.9314285714285714,0.04120630029101701,0.0,-0.040000000000000036,-0.07999999999999996,-0.02000000000000005,-1.6,-1.6,-1.5999999999999999,2.220446049250313e-16,0.0,0.0,0.0,1.665926970491412e-16,2.48,-7.88,2.4,1.8499999999999934,180.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTDORIS,WP,train,1950-05-06 12:00:00,1,222.0,0.6,0.8,0.7000000000000001,0.08164965809277262,-0.09999999999999998,-0.20000000000000007,0.0,-0.10000000000000002,-1.0,-1.0,-0.7999999999999999,0.16329931618554522,0.20000000000000007,0.4,0.0,0.19999999999999996,1.6,-6.12,1.64,2.597710530447911,195.94539590092288,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTDORIS,WP,train,1950-05-07 00:00:00,1,210.0,0.4,0.8,0.6,0.1414213562373095,-0.09999999999999998,-0.19999999999999996,-0.4,-0.09999999999999999,-1.0,-1.0,-0.6,0.282842712474619,0.2,0.39999999999999997,0.8,0.1999999999999999,1.4,-6.36,1.58,2.5919297829995425,188.13010235415595,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTDORIS,WP,train,1950-05-07 12:00:00,1,198.0,0.3,0.8,0.5142857142857142,0.18070158058105026,0.0,-0.10000000000000003,-0.3,-0.0892857142857144,-1.0,-1.0,-0.42857142857142855,0.3614031611621005,0.0,0.2,0.6,0.17857142857142866,1.3,-6.64,1.74,2.637821070504967,144.46232220802554,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
WP1950BSTELLEN,WP,train,1950-12-11 18:00:00,0,48.0,0.8,0.9,0.8666666666666667,0.04714045207910316,-0.09999999999999998,-0.09999999999999998,0.0,-0.04999999999999978,-1.6,-1.6,-1.1333333333333335,0.33993463423951903,0.19999999999999996,0.8,0.0,0.39999999999999986,2.4000000000000004,-2.12,1.46,3.7656340767525496,145.0079798014414,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
